,EVENT_DATE,EVENT_TYPE,ADMIN1,FATALITIES
2853,2001-09-17,Battle-No change of territory,Nakuru,8
2854,2001-09-17,Battle-No change of territory,Tana River,2
2855,2001-09-17,Battle-No change of territory,Tana River,1
2856,2001-09-17,Battle-No change of territory,Nakuru,0
2857,2005-09-17,Riots/Protests,Garissa,0
2858,2005-09-17,Riots/Protests,Garissa,0
2859,2007-09-17,Battle-No change of territory,Bungoma,3
2860,2012-09-17,Violence against civilians,Tana River,0
2861,2013-09-17,Violence against civilians,Bungoma,1
2862,2014-09-17,Riots/Protests,Nandi,0
2863,2014-09-17,Battle-No change of territory,Kitui,0
2864,2015-09-17,Riots/Protests,Nyeri,0
2865,2016-09-17,Riots/Protests,Kirinyaga,0
2866,1999-10-17,Violence against civilians,Tana River,0
2867,2004-10-17,Violence against civilians,Bomet,0
2868,2007-10-17,Battle-No change of territory,Baringo,2
2869,2009-10-17,Battle-No change of territory,Turkana,15
2870,2009-10-17,Battle-No change of territory,Turkana,0
2871,2011-10-17,Violence against civilians,Garissa,0
2872,2012-10-17,Battle-No change of territory,Mombasa,4
2873,2012-10-17,Violence against civilians,Garissa,1
2874,2013-10-17,Violence against civilians,Mombasa,1
2875,2013-10-17,Violence against civilians,Garissa,0
2876,2013-10-17,Battle-No change of territory,Samburu,4
2877,2014-10-17,Riots/Protests,Lamu,0
2878,2014-10-17,Battle-No change of territory,Garissa,1
2879,2016-10-17,Riots/Protests,Kisii,0
2880,2016-10-17,Battle-No change of territory,Mandera,1
2881,1999-11-17,Violence against civilians,Garissa,6
2882,2002-11-17,Violence against civilians,Nyeri,0
2883,2002-11-17,Battle-No change of territory,Turkana,1
2884,2002-11-17,Battle-No change of territory,Muranga,0
2885,2007-11-17,Riots/Protests,Nandi,0
2886,2007-11-17,Riots/Protests,Kisumu,0
2887,2007-11-17,Violence against civilians,Kisii,0
2888,2007-11-17,Violence against civilians,Siaya,0
2889,2007-11-17,Violence against civilians,Kiambu,0
2890,2007-11-17,Violence against civilians,Busia,0
2891,2007-11-17,Riots/Protests,Kilifi,0
2892,2007-11-17,Battle-No change of territory,Kakamega,0
2893,2007-11-17,Battle-No change of territory,Nairobi,0
2894,2007-11-17,Battle-No change of territory,Nairobi,0
2895,2007-11-17,Battle-No change of territory,Busia,0
2896,2007-11-17,Battle-No change of territory,Elgeyo-Marakwet,0
2897,2007-11-17,Battle-No change of territory,Baringo,0
2898,2007-11-17,Battle-No change of territory,Baringo,0
2899,2013-11-17,Riots/Protests,Trans Nzoia,0
2900,2013-11-17,Strategic development,Nyeri,0
2901,2013-11-17,Violence against civilians,Embu,0
2902,2014-11-17,Riots/Protests,Nairobi,0
2903,2014-11-17,Riots/Protests,Taita Taveta,0
2904,2014-11-17,Riots/Protests,Nairobi,0
2905,2014-11-17,Riots/Protests,Bungoma,0
2906,2014-11-17,Violence against civilians,Mombasa,4
2907,2014-11-17,Violence against civilians,Nairobi,0
2908,2015-11-17,Battle-No change of territory,Garissa,0
2909,1999-12-17,Battle-No change of territory,Garissa,0
2910,2002-12-17,Violence against civilians,Elgeyo-Marakwet,1
2911,2003-12-17,Violence against civilians,Homa Bay,0
2912,2004-12-17,Violence against civilians,Tana River,0
2913,2006-12-17,Riots/Protests,Nairobi,0
2914,2006-12-17,Riots/Protests,Nairobi,2
2915,2010-12-17,Battle-No change of territory,Kiambu,5
2916,2012-12-17,Riots/Protests,Nairobi,0
2917,2012-12-17,Riots/Protests,Nairobi,0
2918,2013-12-17,Riots/Protests,Nakuru,0
2919,2013-12-17,Riots/Protests,Mombasa,0
2920,2014-12-17,Violence against civilians,Embu,1
2921,2014-12-17,Battle-No change of territory,Kwale,5
2922,2001-01-18,Battle-No change of territory,Isiolo,1
2923,2005-01-18,Violence against civilians,West Pokot,0
2924,2005-01-18,Battle-No change of territory,Kajiado,0
2925,2007-01-18,Battle-No change of territory,Garissa,1
2926,2007-01-18,Battle-No change of territory,Garissa,1
2927,2008-01-18,Violence against civilians,Kericho,11
2928,2008-01-18,Violence against civilians,Nairobi,0
2929,2008-01-18,Battle-No change of territory,Nairobi,4
2930,2010-01-18,Riots/Protests,Nairobi,0
2931,2011-01-18,Riots/Protests,Muranga,0
2932,2011-01-18,Violence against civilians,Baringo,2
2933,2013-01-18,Riots/Protests,Garissa,0
2934,2013-01-18,Riots/Protests,Mombasa,0
2935,2013-01-18,Strategic development,Siaya,0
2936,2013-01-18,Violence against civilians,Nairobi,0
2937,2013-01-18,Strategic development,Nairobi,0
2938,2013-01-18,Riots/Protests,Kitui,0
2939,2015-01-18,Riots/Protests,Nairobi,0
2940,1997-02-18,Violence against civilians,Turkana,8
2941,1998-02-18,Violence against civilians,Marsabit,0
2942,1998-02-18,Battle-No change of territory,Garissa,0
2943,2007-02-18,Battle-No change of territory,Marsabit,1
2944,2008-02-18,Violence against civilians,Kajiado,14
2945,2008-02-18,Riots/Protests,Nairobi,0
2946,2011-02-18,Strategic development,Bungoma,0
2947,2012-02-18,Riots/Protests,Taita Taveta,0
2948,2012-02-18,Violence against civilians,Kisumu,1
2949,2013-02-18,Riots/Protests,Nakuru,0
2950,2013-02-18,Violence against civilians,Isiolo,0
2951,2014-02-18,Violence against civilians,Taita Taveta,1
2952,2015-02-18,Violence against civilians,Bungoma,1
2953,2015-02-18,Violence against civilians,Uasin Gishu,0
2954,2015-02-18,Riots/Protests,Uasin Gishu,0
2955,2000-03-18,Riots/Protests,Lamu,0
2956,2001-03-18,Battle-No change of territory,Narok,0
2957,2001-03-18,Battle-No change of territory,Kisii,0
2958,2001-03-18,Battle-No change of territory,Narok,0
2959,2001-03-18,Battle-No change of territory,Narok,0
2960,2001-03-18,Battle-No change of territory,Narok,0
2961,2004-03-18,Riots/Protests,Mombasa,0
2962,2005-03-18,Violence against civilians,Marsabit,13
2963,2013-03-18,Battle-No change of territory,Migori,2
2964,2013-03-18,Violence against civilians,Muranga,1
2965,2013-03-18,Battle-No change of territory,Mombasa,1
2966,2014-03-18,Riots/Protests,West Pokot,0
2967,2015-03-18,Violence against civilians,Nairobi,1
2968,1997-04-18,Riots/Protests,Nairobi,0
2969,1998-04-18,Violence against civilians,West Pokot,0
2970,1998-04-18,Battle-No change of territory,West Pokot,0
2971,2001-04-18,Battle-No change of territory,Nairobi,0
2972,2002-04-18,Violence against civilians,Nairobi,2
2973,2002-04-18,Violence against civilians,Nairobi,3
2974,2005-04-18,Violence against civilians,Marsabit,3
2975,2012-04-18,Riots/Protests,Kakamega,0
2976,2012-04-18,Violence against civilians,Kiambu,0
2977,2013-04-18,Riots/Protests,Kakamega,0
2978,2013-04-18,Violence against civilians,Garissa,10
2979,2013-04-18,Battle-No change of territory,Turkana,0
2980,2013-04-18,Riots/Protests,Uasin Gishu,0
2981,2014-04-18,Riots/Protests,Kitui,0
2982,2007-05-18,Battle-No change of territory,Bungoma,1
2983,2008-05-18,Strategic development,Bungoma,0
2984,2013-05-18,Violence against civilians,Kiambu,2
2985,2013-05-18,Battle-No change of territory,Wajir,1
2986,2015-05-18,Non-violent transfer of territory,Marsabit,0
2987,2015-05-18,Riots/Protests,Isiolo,1
2988,2016-05-18,Riots/Protests,Nyeri,0
2989,2000-06-18,Battle-No change of territory,Nairobi,3
2990,2003-06-18,Battle-No change of territory,Turkana,2
2991,2004-06-18,Riots/Protests,Kisii,0
2992,2004-06-18,Battle-No change of territory,Marsabit,0
2993,2007-06-18,Battle-No change of territory,Kwale,1
2994,2008-06-18,Battle-No change of territory,Kitui,0
2995,2013-06-18,Riots/Protests,Nairobi,0
2996,2013-06-18,Violence against civilians,Laikipia,0
2997,2013-06-18,Battle-No change of territory,Wajir,1
2998,2014-06-18,Violence against civilians,Baringo,0
2999,2014-06-18,Riots/Protests,Kajiado,0
3000,2016-06-18,Battle-No change of territory,Nandi,2
3001,2000-07-18,Battle-No change of territory,Nyeri,5
3002,2000-07-18,Violence against civilians,Nyeri,30
3003,2002-07-18,Riots/Protests,Nairobi,0
3004,2002-07-18,Violence against civilians,Nairobi,1
3005,2002-07-18,Violence against civilians,Isiolo,3
3006,2006-07-18,Riots/Protests,Nairobi,0
3007,2009-07-18,Violence against civilians,Isiolo,2
3008,2009-07-18,Violence against civilians,Mandera,0
3009,2010-07-18,Riots/Protests,Nairobi,0
3010,2010-07-18,Violence against civilians,Nairobi,1
3011,2012-07-18,Violence against civilians,Wajir,0
3012,2013-07-18,Riots/Protests,Nairobi,0
3013,2013-07-18,Violence against civilians,Nakuru,1
3014,2013-07-18,Riots/Protests,Samburu,0
3015,2014-07-18,Riots/Protests,Kitui,0
3016,2014-07-18,Battle-No change of territory,Lamu,7
3017,2014-07-18,Violence against civilians,Turkana,6
3018,2015-07-18,Riots/Protests,Kiambu,0
3019,1997-08-18,Violence against civilians,Nairobi,5
3020,1997-08-18,Battle-No change of territory,Mombasa,0
3021,1999-08-18,Battle-No change of territory,Mandera,0
3022,1999-08-18,Battle-No change of territory,Mandera,1
3023,2000-08-18,Violence against civilians,Samburu,0
3024,2000-08-18,Battle-No change of territory,Samburu,0
3025,2002-08-18,Violence against civilians,Nyamira,0
3026,2008-08-18,Riots/Protests,Nakuru,0
3027,2008-08-18,Riots/Protests,Tana River,0
3028,2008-08-18,Strategic development,Marsabit,0
3029,2011-08-18,Strategic development,Nairobi,0
3030,2012-08-18,Violence against civilians,Nairobi,1
3031,2013-08-18,Strategic development,Nairobi,0
3032,2014-08-18,Battle-No change of territory,Garissa,5
3033,2014-08-18,Violence against civilians,Lamu,2
3034,2014-08-18,Violence against civilians,Garissa,1
3035,2016-08-18,Riots/Protests,Kisii,0
3036,2016-08-18,Riots/Protests,Machakos,0
3037,2016-08-18,Violence against civilians,Laikipia,1
3038,2001-09-18,Battle-No change of territory,Turkana,8
3039,2002-09-18,Riots/Protests,Nairobi,0
3040,2002-09-18,Riots/Protests,Nairobi,0
3041,2013-09-18,Violence against civilians,Tharaka-Nithi,4
3042,2013-09-18,Violence against civilians,Muranga,1
3043,2013-09-18,Violence against civilians,Isiolo,1
3044,2014-09-18,Violence against civilians,Wajir,8
3045,2014-09-18,Violence against civilians,Garissa,1
3046,2014-09-18,Violence against civilians,Baringo,1
3047,2014-09-18,Riots/Protests,Garissa,0
3048,2015-09-18,Riots/Protests,Uasin Gishu,0
3049,2002-10-18,Violence against civilians,Samburu,4
3050,2003-10-18,Violence against civilians,Nairobi,3
3051,2006-10-18,Riots/Protests,Kajiado,0
3052,2009-10-18,Battle-No change of territory,Turkana,0
3053,2013-10-18,Violence against civilians,Kilifi,1
3054,2014-10-18,Battle-No change of territory,Mandera,5
3055,2001-11-18,Battle-No change of territory,Tana River,0
3056,2002-11-18,Battle-No change of territory,Nairobi,1
3057,2003-11-18,Riots/Protests,Nakuru,0
3058,2003-11-18,Riots/Protests,Nakuru,0
3059,2005-11-18,Violence against civilians,Bungoma,0
3060,2005-11-18,Battle-No change of territory,Bungoma,0
3061,2005-11-18,Battle-No change of territory,Bungoma,0
3062,2010-11-18,Battle-Government regains territory,Marsabit,0
3063,2010-11-18,Battle-Government regains territory,Wajir,0
3064,2010-11-18,Battle-Government regains territory,Marsabit,0
3065,2012-11-18,Violence against civilians,Nairobi,10
3066,2012-11-18,Violence against civilians,Nairobi,0
3067,2012-11-18,Battle-No change of territory,Nairobi,0
3068,2013-11-18,Riots/Protests,Nairobi,0
3069,2013-11-18,Violence against civilians,West Pokot,2
3070,2016-11-18,Riots/Protests,Nyeri,0
3071,2002-12-18,Remote violence,Mombasa,0
3072,2003-12-18,Riots/Protests,Nairobi,0
3073,2007-12-18,Violence against civilians,Nakuru,1
3074,2008-12-18,Violence against civilians,Tana River,2
3075,2010-12-18,Violence against civilians,Nyamira,0
3076,2012-12-18,Riots/Protests,Mombasa,0
3077,2012-12-18,Violence against civilians,Kirinyaga,1
3078,2012-12-18,Violence against civilians,Meru,0
3079,2012-12-18,Violence against civilians,Baringo,0
3080,2013-12-18,Riots/Protests,Nairobi,0
3081,2013-12-18,Violence against civilians,Kwale,1
3082,2013-12-18,Violence against civilians,Wajir,2
3083,1998-01-19,Violence against civilians,Migori,0
3084,1998-01-19,Battle-No change of territory,Migori,0
3085,2002-01-19,Violence against civilians,Tana River,0
3086,2003-01-19,Battle-No change of territory,Turkana,0
3087,2005-01-19,Riots/Protests,Samburu,1
3088,2005-01-19,Riots/Protests,Meru,0
3089,2005-01-19,Riots/Protests,Bungoma,0
3090,2005-01-19,Riots/Protests,Trans Nzoia,0
3091,2005-01-19,Riots/Protests,Bungoma,0
3092,2005-01-19,Battle-No change of territory,Bungoma,0
3093,2006-01-19,Battle-No change of territory,Muranga,5
3094,2006-01-19,Battle-No change of territory,Nairobi,0
3095,2007-01-19,Riots/Protests,Nairobi,0
3096,2008-01-19,Violence against civilians,Baringo,1
3097,2008-01-19,Violence against civilians,Kiambu,3
3098,2008-01-19,Violence against civilians,Nakuru,2
3099,2008-01-19,Violence against civilians,Nairobi,3
3100,2008-01-19,Violence against civilians,Uasin Gishu,1
3101,2008-01-19,Violence against civilians,Trans Nzoia,5
3102,2008-01-19,Battle-No change of territory,Trans Nzoia,0
3103,2008-01-19,Battle-No change of territory,Nairobi,2
3104,2009-01-19,Riots/Protests,Laikipia,0
3105,2009-01-19,Riots/Protests,Nyeri,0
3106,2009-01-19,Riots/Protests,Laikipia,0
3107,2009-01-19,Riots/Protests,Nyeri,0
3108,2009-01-19,Riots/Protests,Mombasa,0
3109,2009-01-19,Riots/Protests,Isiolo,0
3110,2009-01-19,Riots/Protests,Kiambu,0
3111,2009-01-19,Riots/Protests,Vihiga,0
3112,2009-01-19,Riots/Protests,Kakamega,0
3113,2009-01-19,Riots/Protests,Meru,0
3114,2009-01-19,Riots/Protests,Kiambu,0
3115,2011-01-19,Violence against civilians,Nairobi,3
3116,2013-01-19,Riots/Protests,Siaya,0
3117,2013-01-19,Strategic development,Homa Bay,0
3118,2013-01-19,Violence against civilians,Nairobi,1
3119,2013-01-19,Riots/Protests,Migori,0
3120,2014-01-19,Riots/Protests,Mombasa,0
3121,2015-01-19,Violence against civilians,Mombasa,1
3122,1999-02-19,Violence against civilians,Garissa,0
3123,1999-02-19,Battle-No change of territory,Garissa,0
3124,2000-02-19,Violence against civilians,Turkana,40
3125,2000-02-19,Battle-No change of territory,Turkana,0
3126,2001-02-19,Violence against civilians,Nairobi,0
3127,2007-02-19,Riots/Protests,Mombasa,0
3128,2007-02-19,Riots/Protests,Mombasa,0
3129,2008-02-19,Violence against civilians,Nairobi,1
3130,2008-02-19,Riots/Protests,Nairobi,0
3132,2010-02-19,Riots/Protests,Mombasa,0
3133,2013-02-19,Violence against civilians,Homa Bay,0
3134,2014-02-19,Violence against civilians,Nairobi,0
3135,2015-02-19,Riots/Protests,Taita Taveta,0
3136,2015-02-19,Riots/Protests,Uasin Gishu,0
3137,2001-03-19,Violence against civilians,Samburu,10
3138,2001-03-19,Violence against civilians,Samburu,5
3139,2001-03-19,Battle-No change of territory,Samburu,10
3140,2003-03-19,Violence against civilians,Isiolo,0
3141,2003-03-19,Battle-No change of territory,Isiolo,3
3142,2004-03-19,Riots/Protests,Machakos,0
3143,2004-03-19,Riots/Protests,Mombasa,0
3144,2007-03-19,Violence against civilians,Bungoma,1
3145,2007-03-19,Violence against civilians,Bungoma,2
3146,2008-03-19,Riots/Protests,Nairobi,0
3147,2011-03-19,Remote violence,Mandera,1
3148,2013-03-19,Riots/Protests,Narok,0
3149,2013-03-19,Riots/Protests,Kiambu,0
3150,2013-03-19,Violence against civilians,Migori,1
3151,2013-03-19,Violence against civilians,Kajiado,0
3152,2013-03-19,Remote violence,Mandera,1
3153,2014-03-19,Riots/Protests,Kakamega,0
3154,1998-04-19,Battle-No change of territory,Laikipia,4
3155,2000-04-19,Violence against civilians,Samburu,10
3156,2000-04-19,Battle-No change of territory,Samburu,17
3157,2010-04-19,Violence against civilians,Kwale,1
3158,2011-04-19,Riots/Protests,Mombasa,0
3159,2011-04-19,Riots/Protests,Nairobi,0
3160,2012-04-19,Strategic development,Mombasa,0
3161,2012-04-19,Strategic development,Kwale,0
3162,2012-04-19,Strategic development,Kilifi,0
3163,2012-04-19,Strategic development,Kwale,0
3164,2013-04-19,Riots/Protests,Uasin Gishu,0
3165,2015-04-19,Riots/Protests,Nandi,0
3166,1999-05-19,Violence against civilians,Laikipia,0
3167,2001-05-19,Riots/Protests,Kericho,0
3168,2004-05-19,Violence against civilians,Nairobi,0
3169,2007-05-19,Violence against civilians,Laikipia,0
3170,2007-05-19,Battle-No change of territory,Laikipia,9
3171,2012-05-19,Violence against civilians,Garissa,2
3172,2013-05-19,Riots/Protests,Kwale,0
3173,2013-05-19,Violence against civilians,Mandera,2
3174,2013-05-19,Violence against civilians,Mandera,2
3175,2013-05-19,Battle-No change of territory,Kiambu,2
3176,2013-05-19,Strategic development,Mandera,0
3177,2014-05-19,Battle-No change of territory,Mandera,12
3178,2015-05-19,Riots/Protests,Kiambu,0
3179,2015-05-19,Non-violent transfer of territory,Garissa,0
3180,2015-05-19,Non-violent transfer of territory,Garissa,0
3181,2015-05-19,Violence against civilians,Muranga,1
3182,1997-06-19,Riots/Protests,Nairobi,0
3183,1997-06-19,Riots/Protests,Nairobi,0
3184,1997-06-19,Riots/Protests,Nairobi,0
3185,2001-06-19,Riots/Protests,Nairobi,2
3186,2003-06-19,Battle-No change of territory,Turkana,1
3187,2004-06-19,Riots/Protests,Nyandarua,0
3188,2008-06-19,Battle-No change of territory,Muranga,1
3189,2011-06-19,Violence against civilians,Turkana,2
3190,2012-06-19,Strategic development,Kilifi,0
3191,2013-06-19,Riots/Protests,Nairobi,0
3192,2013-06-19,Riots/Protests,Nairobi,0
3193,2014-06-19,Battle-No change of territory,Lamu,5
3194,2014-06-19,Violence against civilians,Baringo,0
3195,2014-06-19,Violence against civilians,Kisumu,2
3196,2015-06-19,Riots/Protests,Nairobi,0
3197,2002-07-19,Riots/Protests,Nairobi,0
3198,2002-07-19,Riots/Protests,Nairobi,0
3199,2002-07-19,Riots/Protests,Nairobi,0
3200,2005-07-19,Riots/Protests,Nairobi,0
3201,2005-07-19,Violence against civilians,Nairobi,0
3202,2006-07-19,Riots/Protests,Nairobi,0
3203,2010-07-19,Battle-No change of territory,Garissa,0
3204,2014-07-19,Riots/Protests,Embu,0
3205,2015-07-19,Non-violent transfer of territory,Lamu,0
3206,2016-07-19,Riots/Protests,Mombasa,0
3207,1997-08-19,Violence against civilians,Mombasa,30
3208,1997-08-19,Violence against civilians,Mombasa,2
3209,1997-08-19,Violence against civilians,Mombasa,1
3210,1997-08-19,Violence against civilians,Mombasa,1
3211,1997-08-19,Violence against civilians,Mombasa,0
3212,1997-08-19,Battle-No change of territory,Mombasa,1
3213,1997-08-19,Battle-No change of territory,Kilifi,1
3214,1999-08-19,Battle-No change of territory,Marsabit,0
3215,2000-08-19,Riots/Protests,Nairobi,0
3216,2000-08-19,Violence against civilians,Nairobi,1
3217,2000-08-19,Violence against civilians,Samburu,2
3218,2000-08-19,Violence against civilians,Nairobi,0
3219,2001-08-19,Violence against civilians,Turkana,6
3220,2002-08-19,Violence against civilians,Marsabit,3
3221,2002-08-19,Battle-No change of territory,Wajir,2
3222,2005-08-19,Battle-No change of territory,Mandera,0
3223,2008-08-19,Riots/Protests,Nakuru,0
3224,2008-08-19,Riots/Protests,Nairobi,0
3225,2008-08-19,Riots/Protests,Bungoma,0
3226,2008-08-19,Battle-No change of territory,Marsabit,11
3227,2010-08-19,Riots/Protests,Nairobi,0
3228,2012-08-19,Violence against civilians,Wajir,3
3229,1997-09-19,Violence against civilians,Turkana,10
3230,1997-09-19,Battle-No change of territory,Garissa,5
3231,1998-09-19,Violence against civilians,Kisii,1
3232,2003-09-19,Battle-No change of territory,Turkana,18
3233,2013-09-19,Riots/Protests,Kilifi,0
3234,2013-09-19,Riots/Protests,Muranga,0
3235,2013-09-19,Riots/Protests,Nandi,0
3236,2016-09-19,Violence against civilians,Nyeri,1
3237,1997-10-19,Violence against civilians,Laikipia,0
3238,2002-10-19,Riots/Protests,Narok,0
3239,2002-10-19,Violence against civilians,Narok,0
3240,2002-10-19,Violence against civilians,Narok,1
3241,2008-10-19,Violence against civilians,Mandera,0
3242,2008-10-19,Battle-No change of territory,Mandera,8
3243,2010-10-19,Violence against civilians,West Pokot,0
3244,2012-10-19,Battle-No change of territory,Garissa,0
3245,2012-10-19,Violence against civilians,Garissa,0
3246,2015-10-19,Riots/Protests,Mombasa,0
3247,2001-11-19,Violence against civilians,Laikipia,2
3248,2001-11-19,Battle-No change of territory,Tana River,8
3249,2003-11-19,Riots/Protests,Kilifi,0
3250,2003-11-19,Riots/Protests,Mombasa,0
3251,2003-11-19,Riots/Protests,Laikipia,0
3252,2003-11-19,Riots/Protests,Kisumu,0
3253,2003-11-19,Riots/Protests,Uasin Gishu,0
3254,2003-11-19,Riots/Protests,Kilifi,0
3255,2003-11-19,Riots/Protests,Nakuru,0
3256,2003-11-19,Riots/Protests,Baringo,0
3257,2003-11-19,Riots/Protests,Nairobi,0
3258,2006-11-19,Violence against civilians,Nairobi,0
3259,2012-11-19,Violence against civilians,Garissa,0
3260,2012-11-19,Violence against civilians,Nairobi,1
3261,2012-11-19,Violence against civilians,Nairobi,0
3262,2012-11-19,Battle-No change of territory,Garissa,3
3263,2012-11-19,Battle-No change of territory,Nairobi,0
3264,2014-11-19,Battle-No change of territory,Marsabit,4
3265,2015-11-19,Riots/Protests,Kiambu,0
3266,2015-11-19,Battle-No change of territory,Marsabit,0
3267,2016-11-19,Battle-No change of territory,Kisumu,1
3268,2016-11-19,Battle-No change of territory,Mandera,4
3269,1997-12-19,Violence against civilians,Narok,0
3270,1997-12-19,Violence against civilians,Kisii,0
3271,1997-12-19,Battle-No change of territory,Narok,0
3272,1997-12-19,Battle-No change of territory,Narok,2
3273,2003-12-19,Riots/Protests,Nakuru,0
3274,2005-12-19,Violence against civilians,West Pokot,0
3275,2007-12-19,Violence against civilians,Migori,1
3276,2011-12-19,Remote violence,Garissa,1
3277,2012-12-19,Violence against civilians,Nairobi,0
3278,2014-12-19,Riots/Protests,Nandi,0
3279,2014-12-19,Violence against civilians,Kilifi,1
3280,2015-12-19,Strategic development,Kirinyaga,0
3281,2016-12-19,Violence against civilians,Elgeyo-Marakwet,2
3282,2016-12-19,Violence against civilians,Turkana,2
3283,1998-01-20,Violence against civilians,Migori,0
3284,1998-01-20,Battle-No change of territory,Migori,0
3285,1999-01-20,Battle-No change of territory,Kisii,0
3286,1999-01-20,Battle-No change of territory,Baringo,0
3287,2000-01-20,Violence against civilians,Turkana,0
3288,2002-01-20,Violence against civilians,Narok,0
3289,2007-01-20,Riots/Protests,Nairobi,0
3290,2008-01-20,Violence against civilians,Trans Nzoia,5
3291,2008-01-20,Violence against civilians,Nairobi,1
3292,2008-01-20,Violence against civilians,Siaya,6
3293,2008-01-20,Violence against civilians,Kericho,8
3294,2008-01-20,Battle-No change of territory,Trans Nzoia,0
3295,2008-01-20,Battle-No change of territory,Nairobi,3
3296,2008-01-20,Riots/Protests,Nairobi,0
3297,2008-01-20,Riots/Protests,Nairobi,0
3298,2008-01-20,Battle-No change of territory,Tana River,3
3299,2010-01-20,Strategic development,Garissa,0
3300,2013-01-20,Violence against civilians,Nairobi,0
3301,2013-01-20,Violence against civilians,Mombasa,0
3302,2013-01-20,Violence against civilians,Nairobi,1
3303,2013-01-20,Riots/Protests,Kisumu,0
3304,2013-01-20,Riots/Protests,Vihiga,0
3305,2013-01-20,Riots/Protests,Nairobi,0
3306,2014-01-20,Riots/Protests,Nyeri,0
3307,2014-01-20,Riots/Protests,Kiambu,0
3308,2016-01-20,Battle-No change of territory,Kilifi,4
3309,2009-02-20,Riots/Protests,Mombasa,0
3310,2012-02-20,Violence against civilians,Kiambu,1
3311,2013-02-20,Violence against civilians,Kiambu,0
3312,2014-02-20,Violence against civilians,Migori,1
3313,2016-02-20,Battle-No change of territory,Nairobi,1
3314,1999-03-20,Violence against civilians,Mandera,0
3315,2002-03-20,Battle-No change of territory,Turkana,0
3316,2004-03-20,Violence against civilians,Muranga,0
3317,2005-03-20,Riots/Protests,Mandera,0
3318,2007-03-20,Riots/Protests,Nyeri,0
3319,2007-03-20,Riots/Protests,Kiambu,0
3320,2007-03-20,Riots/Protests,Nyeri,0
3321,2013-03-20,Riots/Protests,Kajiado,0
3322,2013-03-20,Violence against civilians,Narok,0
3323,2013-03-20,Violence against civilians,Baringo,1
3324,2013-03-20,Violence against civilians,Turkana,4
3325,2013-03-20,Battle-No change of territory,Nakuru,0
3326,2013-03-20,Strategic development,Kwale,0
3327,2015-03-20,Riots/Protests,Bungoma,0
3328,2015-03-20,Riots/Protests,Mandera,0
3329,2016-03-20,Violence against civilians,Nairobi,0
3330,2007-04-20,Violence against civilians,Kiambu,1
3331,2007-04-20,Violence against civilians,Kiambu,0
3332,2009-04-20,Battle-No change of territory,Nyeri,0
3333,2010-04-20,Battle-No change of territory,Elgeyo-Marakwet,0
3334,2010-04-20,Battle-No change of territory,Elgeyo-Marakwet,0
3335,2012-04-20,Strategic development,Mombasa,0
3336,2013-04-20,Violence against civilians,Nairobi,0
3337,2015-04-20,Riots/Protests,Narok,0
3338,1999-05-20,Battle-No change of territory,Laikipia,0
3339,2000-05-20,Violence against civilians,Isiolo,2
3340,2002-05-20,Violence against civilians,Elgeyo-Marakwet,0
3341,2003-05-20,Riots/Protests,Nairobi,0
3342,2004-05-20,Riots/Protests,Uasin Gishu,0
3343,2006-05-20,Violence against civilians,Samburu,2
3344,2006-05-20,Battle-No change of territory,Samburu,8
3345,2007-05-20,Violence against civilians,Muranga,3
3346,2007-05-20,Violence against civilians,Kiambu,1
3347,2007-05-20,Violence against civilians,Laikipia,0
3348,2007-05-20,Violence against civilians,Isiolo,21
3349,2011-05-20,Strategic development,Turkana,0
3350,2013-05-20,Violence against civilians,Mandera,0
3351,2013-05-20,Violence against civilians,Marsabit,1
3352,2013-05-20,Violence against civilians,Laikipia,0
3353,2014-05-20,Violence against civilians,Garissa,0
3354,2014-05-20,Riots/Protests,Nairobi,0
3355,2000-06-20,Riots/Protests,Kiambu,3
3356,2002-06-20,Riots/Protests,Nairobi,0
3357,2003-06-20,Battle-No change of territory,Turkana,5
3358,2003-06-20,Battle-No change of territory,Turkana,1
3359,2003-06-20,Battle-No change of territory,Turkana,1
3360,2011-06-20,Battle-No change of territory,Nairobi,1
3361,2011-06-20,Battle-No change of territory,Nairobi,0
3362,2012-06-20,Strategic development,Nairobi,0
3363,2013-06-20,Remote violence,Wajir,0
3364,2015-06-20,Violence against civilians,Nairobi,2
3365,2015-06-20,Violence against civilians,Wajir,1
3366,2016-06-20,Battle-No change of territory,Mandera,5
3367,2016-06-20,Battle-No change of territory,Kwale,1
3368,2016-06-20,Remote violence,Garissa,1
3369,2016-06-20,Violence against civilians,Kisumu,2
3370,2005-07-20,Riots/Protests,Nairobi,0
3371,2005-07-20,Violence against civilians,Nairobi,1
3372,2005-07-20,Violence against civilians,Turkana,1
3373,2005-07-20,Battle-No change of territory,Turkana,40
3374,2012-07-20,Battle-No change of territory,Mandera,3
3375,2013-07-20,Riots/Protests,Nakuru,0
3376,2014-07-20,Violence against civilians,Mombasa,3
3377,2015-07-20,Riots/Protests,Nakuru,0
3378,2015-07-20,Riots/Protests,Machakos,0
3379,1997-08-20,Violence against civilians,Mombasa,0
3380,1997-08-20,Violence against civilians,Mombasa,0
3381,1998-08-20,Battle-No change of territory,Wajir,3
3382,2000-08-20,Violence against civilians,Kirinyaga,1
3383,2000-08-20,Battle-No change of territory,Kirinyaga,0
3384,2008-08-20,Riots/Protests,Mombasa,0
3385,2008-08-20,Riots/Protests,Machakos,0
3386,2008-08-20,Riots/Protests,Uasin Gishu,0
